0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0.0,529.5280917949491,1158.015543937127,771.7512552629895,482.59714048054616,332.41540277189324,1217.4152947946727,364.0054944640259,616.1168720299745,629.3647591023825,1249.0796611905903,540.3702434442519,456.9463863518345,1238.2245353731284,948.4724561103501,574.8912940721924,1488.388390172404,1134.063490286148,817.4350127074323,671.1929677819934,320.1562118716424,1422.3923509355639,864.002314811714,282.3118842698621,978.6725703727473,756.6372975210778,460.10868281309365,186.01075237738274,820.0609733428363
529.5280917949491,0.0,730.0684899377592,572.7128425310541,388.9730067755345,572.8001396647875,1435.4441821262155,860.5230967266364,620.966987850401,359.02646142032484,1129.6902230257638,837.3768566183329,466.9047011971501,967.470929795826,769.4153624668538,796.3039620647382,1142.322196230118,817.8630692236935,819.8780397107853,272.9468812791236,228.25424421026653,1168.4177335182824,1280.8200498118383,650.0,1086.0018416190646,490.40799340956914,864.002314811714,677.7905281132217,418.68842830916645
1158.015543937127,730.0684899377592,0.0,1218.2774724995943,712.5307010929424,990.2019995940223,2160.023148024113,1521.2166183683375,769.0253571892152,1028.2509421342631,1735.396208362805,1149.3476410555686,1194.7384651043926,1467.310464761974,1385.712812959453,1526.3354808167173,1511.985449665439,1299.7307413460683,1516.443206981389,890.2246907382428,852.3496934944014,1652.4527224704493,1990.6029237394382,1355.1752654177244,1796.5522536235899,451.7742799230607,1570.1273833673497,1233.2072007574395,338.3784863137726
771.7512552629895,572.7128425310541,1218.2774724995943,0.0,930.0,1009.603882718366,1006.2305898749054,910.2197536858888,1160.6894502837526,213.7755832643195,557.3149917237109,1271.3772060250255,325.5764119219941,466.47615158762403,200.0,539.351462406472,728.3543093852057,376.4306044943742,326.49655434629017,331.2099032335839,674.7592163134935,653.9113089708726,1098.9540481748998,648.1512169239521,614.00325732035,1062.308806327049,778.7810988975015,957.183368012629,962.5487000666511
482.59714048054616,388.9730067755345,712.5307010929424,930.0,0.0,282.842712474619,1647.5436261295176,841.1896337925236,233.45235059857504,721.1102550927978,1482.7339613025663,499.29950931279717,724.2237223399962,1351.4806694880988,1130.0,984.7842403288143,1531.012736720371,1205.404496424333,1118.257573191436,659.6969000988257,272.02941017470886,1551.9342769589182,1346.1797799699712,735.5270219373317,1348.517704741024,278.5677655436824,936.055553906925,523.9274758971894,393.19206502675
332.41540277189324,572.8001396647875,990.2019995940223,1009.603882718366,282.842712474619,0.0,1549.451515859725,636.5532185135819,306.10455730027934,824.6211251235321,1531.8289721767244,269.2582403567252,732.4616030891995,1465.3668482670132,1203.0378215168466,905.2071586106686,1682.3792675850473,1337.5350462698163,1120.0446419674531,809.9382692526635,360.5551275463989,1660.2710622064096,1159.7413504743201,614.6543744251724,1304.1855696180662,543.323108288245,779.3587107359486,280.178514522438,676.0177512462228
1217.4152947946727,1435.4441821262155,2160.023148024113,1006.2305898749054,1647.5436261295176,1549.451515859725,0.0,992.9753269845128,1825.2944967867513,1148.5643212288983,816.1494961096282,1718.4004189943623,968.7620966986683,1141.0959644131601,934.0770846134702,662.872536767062,1421.2670403551895,1208.3873551142449,679.7793759742935,1292.749008895385,1388.0922159568506,1169.6580696938743,619.8386886924694,935.200513259055,395.60080889704966,1880.4254837669052,793.095202355934,1318.9768762188364,1852.8356645962965
364.0054944640259,860.5230967266364,1521.2166183683375,910.2197536858888,841.1896337925236,636.5532185135819,992.9753269845128,0.0,941.7536832951597,843.0895563343197,1260.5157674539419,742.4957912338629,595.3990258641678,1351.0366390294528,1039.471019317037,478.53944456021594,1633.768649472746,1286.0015552090128,815.4140052758476,931.4504817756015,674.68511173732,1508.9400253157844,524.0229002629561,264.1968962724581,865.8521813797087,1118.033988749895,212.13203435596427,362.3534186398688,1182.9623831720094
616.1168720299745,620.966987850401,769.0253571892152,1160.6894502837526,233.45235059857504,306.10455730027934,1825.2944967867513,941.7536832951597,0.0,953.3624704172071,1710.7308379753958,382.099463490856,937.4433316206372,1584.9290204927158,1360.5881081355958,1167.7756633874505,1761.3914953808537,1438.3671297690307,1333.641631023867,892.6925562588724,491.62994213127416,1785.3851125177448,1463.8647478507023,893.5882720806043,1549.5160534825059,326.9556544854363,1074.476616776745,586.0034129593445,513.1276644267
629.3647591023825,359.02646142032484,1028.2509421342631,213.7755832643195,721.1102550927978,824.6211251235321,1148.5643212288983,843.0895563343197,953.3624704172071,0.0,771.0382610480494,1091.6501271011698,261.72504656604804,641.9501538281613,411.9465984809196,580.5170109479997,865.3323061113574,514.78150704935,488.3646178829912,144.22205101855957,475.3945729601885,839.3449827097318,1132.1660655575224,581.8934610390462,771.5568676384133,848.999411071645,758.023746329889,813.9410298049853,755.9100475585703
